id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan
539,jawa,dki jakarta,junior engineer,PT Daiichi Mandiri Automation,1,0 - 4 tahun,11,Elektrikal & Elektronik,1- 50 pekerja,senin - jumat,seragam,seragam kantor/lapangan,bpjs kesehatan,indonesia,jobstreet,"d3, s1"
540,jawa,jawa timur,senior/spv marketing,PT Victory Transindo Laris Cemerlang,2,0 - 4 tahun,tidak tersedia,Transportasi/Logistik,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
541,jawa,jawa barat,accounting tax assistant manager,Indoprima Group,5,5 - 9 tahun,14,Manufaktur/Produksi,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
542,jawa,dki jakarta,loading/unloading officer,"PT SMART,Tbk",2,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, kacamata, daerah",indonesia,jobstreet,s1
543,jawa,di yogyakarta,programmer,JMC IT Consultant,1,0 - 4 tahun,8,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, pendidikan, kacamata, bonus",indonesia,jobstreet,d3
544,sulawesi,sulawesi tengah,area sales promotion manager palu,INDRACO GROUP,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
545,jawa,dki jakarta,한국어 가능한 관리팀 팀원 모집 korean language needed,PT Five Jack,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,"umum, makan, komunikasi",inggris,jobstreet,tidak dicantumkan
546,kalimantan,kalimantan timur,bancassurance officer,PT Panin Dai-ichi Life,1,0 - 4 tahun,14,Asuransi,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,"profesi, d3, s1"
547,jawa,jawa barat,marketing & event manager,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
548,jawa,dki jakarta,kasir bartender dan waiter,PT Interboga Makmur Perkasa,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,1- 50 pekerja,tidak tersedia,formal,kemeja polos & dasi,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
549,jawa,dki jakarta,sales marketing,PT Natura Deca Sejahtera,2,0 - 4 tahun,14,Umum & Grosir,1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, thr",indonesia,jobstreet,d3
550,tidak diketahui,tidak diketahui,online english vocabulary tutor,Tokyo Academics,2,0 - 4 tahun,14,Pendidikan,51 - 200 pekerja,senin - jumat,kasual,kaos,"tidak tersedia, flexible benefits",inggris,jobstreet,profesi
551,jawa,banten,staff administrasi gudang,"Matahari Raya Kimiatama, PT",1,0 - 4 tahun,14,Bahan Kimia/Pupuk/Pestisida,1- 50 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,tidak dicantumkan
552,jawa,dki jakarta,sales manager,PT Maya Muncar,5,5 - 9 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
553,jawa,banten,staff finance & inventory_ wilayah balaraja .,PT Nusapro Telemedia Persada,1,0 - 4 tahun,14,Telekomunikasi,51 - 200 pekerja,senin - sabtu,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,s1
554,sumatera,sumatera selatan,staff buyer purchasing,PT Priamanaya Energi,5,5 - 9 tahun,14,Konstruksi/Bangunan/Teknik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
555,tidak diketahui,tidak diketahui,marketing head new car,PT Bussan Auto Finance (BAF),2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,d3
556,jawa,dki jakarta,fashion designer,Nuansa Pelangi Printing,1,0 - 4 tahun,tidak tersedia,Percetakan/Penerbitan,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
557,sumatera,sumatera utara,admin sales,PT Universal Indofood Product,2,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,sabtu,seragam,seragam kantor/lapangan,kesehatan,indonesia,jobstreet,s1
558,jawa,jawa timur,business development staff,PT. Master Mat Indonesia,1,0 - 4 tahun,10,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,"d3, s2"
559,jawa,jawa barat,supervisor general affair,PT BANGUNPERKASA ADHITAMASENTRA,2,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum",indonesia,jobstreet,s1
560,jawa,jawa tengah,team leader,PT Indocare Citrapasific,1,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
561,jawa,dki jakarta,portfolio management assistant manager,PT AXA Indonesia,5,5 - 9 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,semi formal,kemeja motif,"kesehatan, umum, kacamata",inggris,jobstreet,tidak dicantumkan
562,sumatera,sumatera utara,human resources staff,PT KLK Agriservindo Indonesia,1,0 - 4 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,s1
563,jawa,banten,teknisi cold storage,PT Mulia Gunung Mas,1,0 - 4 tahun,14,Transportasi/Logistik,1- 50 pekerja,senin - sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
564,jawa,dki jakarta,it manager,Perusahaan Dirahasiakan,15,15 - 19 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
565,tidak diketahui,tidak diketahui,marketing head dana tunai,PT Bussan Auto Finance (BAF),2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,d3
566,jawa,jawa barat,guru matematika,Ponpes Madinatul Quran,1,0 - 4 tahun,tidak tersedia,Pendidikan,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"smp, s1"
567,jawa,banten,branding manager,PT. Mong Kreasi Indonesia,3,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,kasual,kaos,"makan, bpjs kesehatan",indonesia,jobstreet,"d3, s1"
568,tidak diketahui,tidak diketahui,credit marketing officer,PT Buana Finance Tbk,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,d3
569,sumatera,kepulauan bangka belitung,management trainee wilayah bangka belitung,Nusantara Sakti Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - sabtu,seragam,seragam kantor/lapangan,kesehatan,indonesia,jobstreet,"d3, s1"
570,jawa,dki jakarta,creative design social media intern,PT Panasonic Gobel Life Solutions Sales Indonesia,0,0 - 4 tahun,14,Elektrikal & Elektronik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,tidak dicantumkan
571,jawa,banten,construction section head,Sinar Mas Land,5,5 - 9 tahun,14,Properti/Real Estate,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata",inggris,jobstreet,s1
572,jawa,banten,regional head migration roll out,PT Link Net,3,0 - 4 tahun,14,Hiburan/Media,501 - 1000 pekerja,senin - jumat,"formal, kasual","kemeja polos & dasi, kaos","kesehatan, umum, jabatan","indonesia, inggris",jobstreet,s1
573,jawa,dki jakarta,project executive,PT Kalbe Farma Tbk,1,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan",indonesia,jobstreet,tidak dicantumkan
574,sumatera,sumatera utara,admin warehouse,Dr Yenny Aesthetic Clinic,1,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,d3
575,kalimantan,kalimantan timur,it support,PT Jasamedika Saranatama,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, umum",indonesia,jobstreet,"d3, s1"
576,jawa,dki jakarta,digital marketing,Yayasan Sayangi Tunas Cilik partner of Save the Children,3,0 - 4 tahun,14,Organisasi Nirlaba/Pelayanan Sosial/LSM,201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata, tidak tersedia","indonesia, inggris",jobstreet,s1
577,jawa,jawa timur,tax supervisor,PT Terminal Putera Nusantara,3,0 - 4 tahun,tidak tersedia,Umum & Grosir,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,bpjs kesehatan,indonesia,jobstreet,s1
578,jawa,dki jakarta,java developer,PT Adicipta Inovasi Teknologi,3,0 - 4 tahun,13,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",indonesia,jobstreet,s1
579,jawa,banten,sales manager,Devis Jaya,4,0 - 4 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,s1
580,jawa,jawa timur,business development,Fast Print Indonesia,2,0 - 4 tahun,1,Percetakan/Penerbitan,51 - 200 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
581,jawa,dki jakarta,technical writer,PT Hashmicro Solusi Indonesia,1,0 - 4 tahun,10,Komputer/Teknik Informatika (Perangkat Lunak),51 - 200 pekerja,senin - jumat,kasual,kaos,umum,inggris,jobstreet,s1
582,jawa,jawa barat,mep design,Meikarta,2,0 - 4 tahun,14,Properti/Real Estate,lebih dari 5000 pekerja,tidak spesifik,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"profesi, s1"
583,jawa,dki jakarta,export import staff,PT Bank CTBC Indonesia,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
584,tidak diketahui,tidak diketahui,telesales / admin sales,Koding Next,1,0 - 4 tahun,8,Pendidikan,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"bonus, transportasi",inggris,jobstreet,"d3, s1"
585,jawa,dki jakarta,ui/ux designer,Visi Prima Nusantara,3,0 - 4 tahun,14,Pendidikan,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
586,jawa,dki jakarta,senior marketing trainee,PT Sinergi Cipta Ananta,3,0 - 4 tahun,13,Asuransi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,"d3, s1, s2"
587,jawa,jawa barat,marketing officer bekasi,OTO Group,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1"
588,jawa,dki jakarta,technical staff information technology,PT Condifa Digitech Solusindo,0,0 - 4 tahun,1,Komputer/Teknik Informatika (Perangkat Lunak),tidak spesifik,senin - jumat,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,sma
589,jawa,banten,risk management departement head,PT BPR Kredit Mandiri Indonesia,6,5 - 9 tahun,14,Perbankan/Pelayanan Keuangan,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, pendidikan, kacamata",indonesia,jobstreet,s1
590,sumatera,kepulauan riau,accountant,PT. NGFS INDO NUSA,5,5 - 9 tahun,tidak tersedia,Transportasi/Logistik,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,"indonesia, inggris",jobstreet,s1
591,jawa,dki jakarta,finance staff,PT Mosa Investama Mandiri,1,0 - 4 tahun,tidak tersedia,Umum & Grosir,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
592,sumatera,sumatera selatan,sales project,PT Wahana Duta Jaya Rucika,2,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,tidak spesifik,formal,kemeja polos & dasi,"kesehatan, transportasi, makan, kacamata",indonesia,jobstreet,s1
593,jawa,jawa timur,material requirement plan staff,PT. ECCO Tannery Indonesia,2,0 - 4 tahun,1,Manufaktur/Produksi,201 - 500 pekerja,sabtu,kasual,kaos,kesehatan,inggris,jobstreet,s1
594,jawa,dki jakarta,product executive,PT Kalbe Farma Tbk,1,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan",indonesia,jobstreet,tidak dicantumkan
595,jawa,dki jakarta,senior/intermediate devops engineer,Visi Prima Nusantara,3,0 - 4 tahun,14,Pendidikan,1- 50 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
596,sumatera,sumatera selatan,salesman,PT Semangat Gembira Bersama,2,0 - 4 tahun,1,Umum & Grosir,1- 50 pekerja,sabtu,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
597,jawa,dki jakarta,telemarketing / telesales,Pt. Adhigana Artomoro Jaya,2,0 - 4 tahun,tidak tersedia,Periklanan/Marketing/Promosi/Hubungan Masyarakat,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"sma, d3, s1"
598,jawa,dki jakarta,finance manager,Devis Jaya,5,5 - 9 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,s1
599,jawa,dki jakarta,manajer pajak,PT Leenoh Consulting Indonesia,5,5 - 9 tahun,tidak tersedia,Konsultasi (Bisnis & Manajemen),tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,profesi
600,jawa,dki jakarta,oss it engineer,PT DyKa Konsultama (Recruitment Firm),1,0 - 4 tahun,11,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
601,jawa,dki jakarta,system analyst,PT Adicipta Inovasi Teknologi,3,0 - 4 tahun,13,Komputer/Teknik Informatika (Perangkat Lunak),201 - 500 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum, kacamata",indonesia,jobstreet,s1
602,jawa,jawa tengah,administrasi gudang dan resepsionis,PT Allure Alluminio,2,0 - 4 tahun,14,Konstruksi/Bangunan/Teknik,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
603,jawa,jawa timur,purchasing supervisor,PT. Graha Multi Bintang (Olympic Group),2,0 - 4 tahun,14,Manufaktur/Produksi,2001 - 5000 pekerja,senin - jumat,"bisnis, kasual","kemeja, kaos","kesehatan, umum, makan, transportasi, komunikasi",indonesia,jobstreet,"d3, s1"
604,jawa,banten,raw material warehouse manager,PT Astari Niagara Internasional,5,5 - 9 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,s1
605,nusa tenggara,bali,pr social media,PT Graha Megaria Raya (TS Suites),3,0 - 4 tahun,14,Hotel/Pariwisata,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
606,jawa,dki jakarta,marketing officer pondok gede,OTO Group,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1"
607,jawa,dki jakarta,customer service,PT COREA SYSTEM INDONESIA,2,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - jumat,bisnis,kemeja,komunikasi,indonesia,jobstreet,"profesi, d3"
608,jawa,jawa barat,accounting/finance officer,PT.Natural Amanda Farmasindo,1,0 - 4 tahun,tidak tersedia,BioTeknologi/Farmasi/Riset klinik,1- 50 pekerja,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,s1
609,jawa,jawa timur,strategic plan,PT INSPIRASI PRIMA NUSANTARA,2,0 - 4 tahun,14,Periklanan/Marketing/Promosi/Hubungan Masyarakat,1- 50 pekerja,senin - sabtu,kasual,kaos,"kesehatan, bpjs kesehatan",indonesia,jobstreet,"d3, s1"
610,jawa,dki jakarta,ga and facilities coordinator,PT Jones Lang LaSalle,3,0 - 4 tahun,14,Properti/Real Estate,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, asuransi, bpjs kesehatan, thr",inggris,jobstreet,tidak dicantumkan
611,jawa,dki jakarta,part,ESQ Group,1,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, kacamata",inggris,jobstreet,s1
612,jawa,banten,finance akunting,PT Dayasakti Usahamandiri,3,0 - 4 tahun,14,Kayu/Fiber/Kertas,1- 50 pekerja,senin - sabtu,kasual,kaos,bpjs kesehatan,indonesia,jobstreet,tidak dicantumkan
613,sumatera,sumatera selatan,graphic designer,PT Lippo Malls Indonesia,1,0 - 4 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
614,jawa,dki jakarta,talent & organization development supervisor,PT Petro Energy,5,5 - 9 tahun,14,Pertambangan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,"s1, profesi"
615,sumatera,jambi,digital marketing,PT Chrisky Vetarinindo Jaya,1,0 - 4 tahun,tidak tersedia,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
616,sulawesi,sulawesi utara,compliance & risk management officer,PT. BPR KREDIT MANDIRI CELEBES SEJAHTERA,2,0 - 4 tahun,10,Perbankan/Pelayanan Keuangan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,tidak tersedia,indonesia,jobstreet,s1
617,jawa,jawa barat,designer graphis,PT GREAT THIOFILUS PERKASA,2,0 - 4 tahun,1,Umum & Grosir,51 - 200 pekerja,tidak spesifik,kasual,kaos,tidak tersedia,indonesia,jobstreet,d3
618,jawa,jawa barat,accounting staff,HRnetRimbun Indonesia (Recruitment Firm),1,0 - 4 tahun,14,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
619,jawa,dki jakarta,ga and office manager,PT Jones Lang LaSalle,8,5 - 9 tahun,14,Properti/Real Estate,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, asuransi, bpjs kesehatan, thr",inggris,jobstreet,s2
620,jawa,dki jakarta,fullstack developer,PT Kalbe Farma Tbk,1,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
621,tidak diketahui,tidak diketahui,teknisi,PT. Sama Sama Sukses,1,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,tidak dicantumkan
622,jawa,dki jakarta,datacom engineer,PT DyKa Konsultama (Recruitment Firm),3,0 - 4 tahun,11,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,profesi
623,jawa,jawa barat,warehouse analyst,PT 3M Indonesia,5,5 - 9 tahun,14,Komputer/Teknik Informatika (Perangkat Keras),501 - 1000 pekerja,senin - jumat,semi formal,kemeja motif,"kesehatan, umum",indonesia,jobstreet,d3
624,jawa,jawa barat,product executive,PT Immortal Cosmedika Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,s1
625,jawa,dki jakarta,graphic design,PT Kalbe Farma Tbk,1,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
626,jawa,dki jakarta,staff import,PT KAHAPTEX,2,0 - 4 tahun,14,Tekstil/Garment,501 - 1000 pekerja,sabtu,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,d3
627,jawa,jawa barat,admin operational,PT Golden Brilliant Sanitaryware,1,0 - 4 tahun,14,Umum & Grosir,1- 50 pekerja,senin - sabtu,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,tidak dicantumkan
628,sumatera,sumatera utara,marketing,PT. DAYA EIKA SAMUDRA,3,0 - 4 tahun,14,Transportasi/Logistik,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,negotiable,indonesia,jobstreet,"d3, s1"
629,jawa,banten,r&d supervisor,PT Mandrava Wangi,1,0 - 4 tahun,14,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kacamata, jabatan",indonesia,jobstreet,tidak dicantumkan
630,kalimantan,kalimantan tengah,mill manager,PT Union Sampoerna Triputra Persada,13,10 - 14 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - jumat,"formal, kasual","kemeja polos & dasi, kaos","kesehatan, daerah, umum, komunikasi",indonesia,jobstreet,"d3, s1"
631,jawa,dki jakarta,data scientist,PT Kalbe Farma Tbk,1,0 - 4 tahun,14,Kesehatan/Medis,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan",indonesia,jobstreet,s1
632,jawa,dki jakarta,ecommerce manager,PT Rampai Niaga Sukses,3,0 - 4 tahun,14,Umum & Grosir,tidak spesifik,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
633,jawa,jawa timur,customer service,PT DUMA GARIAL ESA,2,0 - 4 tahun,14,Manufaktur/Produksi,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,d3
634,jawa,dki jakarta,it development engineer,PT. Vantsing International Group,3,0 - 4 tahun,14,Tekstil/Garment,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,s1
635,kalimantan,kalimantan timur,deputy construction manager,PT DyKa Konsultama (Recruitment Firm),10,10 - 14 tahun,11,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
636,jawa,banten,backend engineer,PT Klik Teknologi Indonesia,2,0 - 4 tahun,14,"Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)",51 - 200 pekerja,senin - jumat,semi formal,kemeja motif,kesehatan,indonesia,jobstreet,s1
637,nusa tenggara,bali,marketing executive,PT. Edison Duta Sarana,2,0 - 4 tahun,14,Lainnya,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,s1
638,jawa,jawa tengah,sales executive,PT Khong Guan Biscuit,3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
