id_loker,pulau,provinsi,job_position,company_name,years_of_experience,years_of_experience_cat,average_processing_time,company_industry,company_size,work_environment_waktu_bekerja,work_environment_gaya_berpakaian,work_environment_gaya_berpakaian_contoh,work_environment_tunjangan,work_environment_bahasa,platform,pendidikan
9527,sumatera,sumatera selatan,assistant sales staff,PT. Yakult Indonesia Persada,1,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum","indonesia, inggris",jobstreet,tidak dicantumkan
9528,jawa,jawa timur,baker,CV Cipta Boga,1,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
9529,tidak diketahui,tidak diketahui,project site supervisor,PT Fajar Gelora Inti,2,0 - 4 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,"umum, kacamata, tidak tersedia",indonesia,jobstreet,"d3, s1, s2"
9530,jawa,dki jakarta,supervisor keuangan,PT Lemone Surya indonesia,0,0 - 4 tahun,1,Tekstil/Garment,51 - 200 pekerja,senin - sabtu,kasual,kaos,tidak tersedia,tidak dicantumkan,jobstreet,s1
9531,jawa,dki jakarta,project auditor,PT Fajar Gelora Inti,2,0 - 4 tahun,14,Umum & Grosir,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,"umum, kacamata, tidak tersedia",indonesia,jobstreet,s1
9532,jawa,jawa tengah,quality control,PT RUMAH MASA DEPAN (FURNITURE),2,0 - 4 tahun,14,Kayu/Fiber/Kertas,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,"indonesia, inggris",jobstreet,d3
9533,jawa,jawa timur,tax staff,PT. MASUYA DISTRA SENTOSA,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,51 - 200 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"d3, s1"
9534,jawa,jawa timur,quality control,PT Aneka Regalindo,1,0 - 4 tahun,tidak tersedia,Manufaktur/Produksi,201 - 500 pekerja,sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,tidak dicantumkan
9535,jawa,jawa tengah,area sales promotion representatif,Pennyu Group,1,0 - 4 tahun,7,Manufaktur/Produksi,51 - 200 pekerja,senin - sabtu,kasual,kaos,kesehatan,indonesia,jobstreet,tidak dicantumkan
9536,jawa,dki jakarta,"head of digital, e",PT Izone Indonusa,5,5 - 9 tahun,14,Retail/Merchandise,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,s1
9537,jawa,dki jakarta,finance jr. staff,PT SOECHI LINES Tbk,0,0 - 4 tahun,14,Transportasi/Logistik,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,d3
9538,jawa,banten,programmer,Goldland Group,3,0 - 4 tahun,14,Properti/Real Estate,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum, kacamata",indonesia,jobstreet,d3
9539,jawa,dki jakarta,financial planning & analysis coordinator,PT Mahadana Dasha Utama,2,0 - 4 tahun,14,Lainnya,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,s1
9540,jawa,dki jakarta,creative designer,twin digital,2,0 - 4 tahun,14,Percetakan/Penerbitan,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,umum,indonesia,jobstreet,d3
9541,jawa,dki jakarta,purchasing supervisor,PT Pendekar Bodoh,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,senin - jumat,bisnis,kemeja,umum,inggris,jobstreet,s1
9542,sumatera,jambi,financial advisor syariah,PT AXA Mandiri Financial Services,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
9543,jawa,dki jakarta,account executive,PT Catcha Lintas Media,2,0 - 4 tahun,tidak tersedia,Perbankan/Pelayanan Keuangan,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,s1
9544,jawa,di yogyakarta,sales marketing,PT Yogyakarta Isti Parama,1,0 - 4 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,sabtu,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,d3
9545,jawa,dki jakarta,tax and budgeting manager,PT Sinarmas Sekuritas,7,5 - 9 tahun,14,Jual Beli Saham/Sekuritas,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"s1, profesi"
9546,jawa,jawa timur,finance accounting manager,CV Cipta Boga,3,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,51 - 200 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
9547,jawa,jawa barat,accounting manager,PT JAC Indonesia,5,5 - 9 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,"d3, s1, s2, s3"
9548,tidak diketahui,tidak diketahui,electrical technician,PT Argha Karya Prima Industry Tbk,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,sma
9549,jawa,dki jakarta,receptionist,AHA Centre,2,0 - 4 tahun,14,Organisasi Nirlaba/Pelayanan Sosial/LSM,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,inggris,jobstreet,d3
9550,jawa,dki jakarta,technical head,PT Rhino Indonesia Sukses (jakarta),7,5 - 9 tahun,14,Retail/Merchandise,1- 50 pekerja,senin - sabtu,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,s1
9551,jawa,dki jakarta,event / marketing staff,PT. iCT Worldwide Indonesia,2,0 - 4 tahun,14,Kesehatan/Medis,1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,inggris,jobstreet,"d3, profesi"
9552,jawa,jawa timur,supervisor tax accounting,Perusahaan Dirahasiakan,3,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9553,kalimantan,kalimantan timur,branch manager,PT Sianyu Perkasa,2,0 - 4 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,"sma, d3"
9554,jawa,dki jakarta,helper gudang,PT. Waktu Cipta Dimensi,2,0 - 4 tahun,14,Retail/Merchandise,1- 50 pekerja,tidak spesifik,bisnis,kemeja,makan,indonesia,jobstreet,tidak dicantumkan
9555,kalimantan,kalimantan barat,koordinator security,PT. Genting Plantations Nusantara,5,5 - 9 tahun,14,Agrikultural/Perkebunan/Peternakan Unggas/Perikanan,lebih dari 5000 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, bpjs kesehatan",indonesia,jobstreet,"sma, d3, s1"
9556,jawa,jawa timur,customer success jember,PT Global Unggul Mandiri (Paxel),2,0 - 4 tahun,14,Akuntansi/Audit/Pelayanan Pajak,201 - 500 pekerja,fleksibel,kasual,kaos,"kesehatan, umum",inggris,jobstreet,"d3, s1"
9557,jawa,dki jakarta,sr. product manager,Shipper,4,0 - 4 tahun,14,Transportasi/Logistik,501 - 1000 pekerja,senin - jumat,kasual,kaos,"makan, asuransi",indonesia,jobstreet,s1
9558,jawa,jawa barat,customer success cikarang,PT Global Unggul Mandiri (Paxel),2,0 - 4 tahun,14,Akuntansi/Audit/Pelayanan Pajak,201 - 500 pekerja,fleksibel,kasual,kaos,"kesehatan, umum",inggris,jobstreet,"d3, s1"
9559,jawa,dki jakarta,equity dealer,PT Panin Sekuritas Tbk,1,0 - 4 tahun,12,Perbankan/Pelayanan Keuangan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
9560,jawa,jawa timur,adm keuangan proyek,PT Danadipa Bertu Perkasa,5,5 - 9 tahun,14,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,tidak dicantumkan
9561,jawa,dki jakarta,client retention officer,PT BCI Asia,3,0 - 4 tahun,4,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, kacamata, cuti, bpjs kesehatan","indonesia, inggris",jobstreet,tidak dicantumkan
9562,jawa,dki jakarta,personal assistant,PT TMF Indonesia,2,0 - 4 tahun,14,Konsultasi (Bisnis & Manajemen),51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,inggris,jobstreet,s1
9563,jawa,dki jakarta,sales executive,PT Cisangkan (Jakarta),1,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
9564,jawa,dki jakarta,key account supervisor,PT OASE TEKNOLOGI ASIA,5,5 - 9 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
9565,sumatera,sumatera selatan,chief security,PT Virtus Facility Service (Recruitment Firm),5,5 - 9 tahun,6,Manajemen/Konsulting HR,2001 - 5000 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,sma
9566,jawa,jawa timur,admin penjualan,PABRIK PLASTIK SURABAYA,2,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,d3
9567,jawa,jawa timur,qc qa manager,PT. Langgeng Buana Jaya,8,5 - 9 tahun,14,Retail/Merchandise,501 - 1000 pekerja,sabtu,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
9568,jawa,jawa barat,customer success tasikmalaya,PT Global Unggul Mandiri (Paxel),2,0 - 4 tahun,14,Akuntansi/Audit/Pelayanan Pajak,201 - 500 pekerja,fleksibel,kasual,kaos,"kesehatan, umum",inggris,jobstreet,"d3, s1"
9569,papua,papua barat,supervisor general affair,Perusahaan Dirahasiakan,4,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9570,jawa,dki jakarta,accounting,PT Tirta Nusa Persada (Jakarta),4,0 - 4 tahun,14,Transportasi/Logistik,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
9571,jawa,banten,mekanik sepeda,PT Sepuluh Sepuluh Indonesia,2,0 - 4 tahun,14,Lainnya,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
9572,jawa,dki jakarta,hrga assistant manager,RGF HR Agent Indonesia (Recruitment Firm),5,5 - 9 tahun,14,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
9573,jawa,di yogyakarta,creative design,Chocolate Monggo,5,5 - 9 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,"profesi, s1"
9574,jawa,banten,executives marketing,PT Indopack Lucky Perkasa,3,0 - 4 tahun,3,Manufaktur/Produksi,1- 50 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,profesi
9575,jawa,dki jakarta,video editor,PT Arwana Citramulia Tbk,2,0 - 4 tahun,14,Manufaktur/Produksi,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, makan",indonesia,jobstreet,"d3, s1"
9576,jawa,banten,mekanik,PT Tirta Nusa Persada (Jakarta),5,5 - 9 tahun,14,Transportasi/Logistik,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
9577,jawa,banten,secretary,PT Modernland Realty Tbk,1,0 - 4 tahun,12,Properti/Real Estate,1001 - 2000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum",indonesia,jobstreet,d3
9578,tidak diketahui,tidak diketahui,senior mekanik alat berat,PT Sany Perkasa,4,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,smk
9579,jawa,dki jakarta,staff ga / umum,PT. SINERGI BANGUN GLOBAL,2,0 - 4 tahun,14,Akuntansi/Audit/Pelayanan Pajak,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
9580,jawa,dki jakarta,tax staff,PT. Circleka Indonesia Utama,2,0 - 4 tahun,14,Retail/Merchandise,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,"d3, s1"
9581,jawa,dki jakarta,digital marketing,PT Majapahit Teknologi Nusantara,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,tidak dicantumkan
9582,jawa,di yogyakarta,marketing manager,Chocolate Monggo,3,0 - 4 tahun,14,Umum & Grosir,51 - 200 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,s1
9583,jawa,banten,operator,PT Firman Indonesia,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,201 - 500 pekerja,sabtu,kasual,kaos,umum,indonesia,jobstreet,tidak dicantumkan
9584,jawa,dki jakarta,leasing & tenant relation,Gamaland Group,3,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,"d3, s1"
9585,jawa,dki jakarta,backend developer php laravel,PT SehatQ Harsana Emedika,4,0 - 4 tahun,14,Kesehatan/Medis,51 - 200 pekerja,sabtu,kasual,kaos,"kesehatan, bpjs kesehatan",indonesia,jobstreet,tidak dicantumkan
9586,jawa,banten,it staff,PT Firman Indonesia,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,201 - 500 pekerja,sabtu,kasual,kaos,umum,indonesia,jobstreet,d3
9587,jawa,di yogyakarta,office system management,PT K-24 Indonesia,2,0 - 4 tahun,14,Kesehatan/Medis,2001 - 5000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
9588,tidak diketahui,tidak diketahui,customer experience officer,PT Lippo General Insurance Tbk,1,0 - 4 tahun,14,Asuransi,501 - 1000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum, pendidikan, kacamata, bpjs kesehatan, thr, bonus",indonesia,jobstreet,s1
9589,jawa,dki jakarta,social media staff,PT Wook Global Technology,2,0 - 4 tahun,14,Elektrikal & Elektronik,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"umum, makan, komunikasi, bonus, thr, bpjs kesehatan","indonesia, indonesia, inggris, inggris",jobstreet,s1
9590,sulawesi,sulawesi tengah,geologist,PT. HUAYUE NICKEL COBALT,5,5 - 9 tahun,14,Manufaktur/Produksi,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,bpjs kesehatan,indonesia,jobstreet,"s1, profesi"
9591,jawa,dki jakarta,staff gudang online retail,PT Wook Global Technology,0,0 - 4 tahun,14,Elektrikal & Elektronik,1001 - 2000 pekerja,senin - sabtu,bisnis,kemeja,"umum, makan, komunikasi, bonus, thr, bpjs kesehatan","indonesia, indonesia, inggris, inggris",jobstreet,tidak dicantumkan
9592,jawa,banten,programmer,PT Firman Indonesia,2,0 - 4 tahun,14,Industri Berat/Mesin/Peralatan,201 - 500 pekerja,sabtu,kasual,kaos,umum,indonesia,jobstreet,d3
9593,jawa,jawa timur,video editor,PT. Revolusi sejuta Rasa,1,0 - 4 tahun,14,Lainnya,1- 50 pekerja,tidak spesifik,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,d3
9594,jawa,dki jakarta,quantity surveyor project,PT Karya Multi Prima,2,0 - 4 tahun,1,Konstruksi/Bangunan/Teknik,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
9595,jawa,jawa barat,management trainee,Perusahaan Dirahasiakan,1,0 - 4 tahun,tidak tersedia,tidak tersedia,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9596,jawa,di yogyakarta,internal audit,PT K-24 Indonesia,2,0 - 4 tahun,14,Kesehatan/Medis,2001 - 5000 pekerja,senin - sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,"d3, s1"
9597,jawa,jawa timur,qc qa assistant supervisor,PT. Langgeng Buana Jaya,2,0 - 4 tahun,14,Retail/Merchandise,501 - 1000 pekerja,sabtu,kasual,kaos,tidak tersedia,indonesia,jobstreet,tidak dicantumkan
9598,jawa,dki jakarta,design staff,HRnetRimbun Indonesia,1,0 - 4 tahun,14,Manajemen/Konsulting HR,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,d3
9599,jawa,dki jakarta,hr operation,"PT AKR Corporindo, Tbk",4,0 - 4 tahun,14,Minyak/Gas/Petroleum,2001 - 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,s1
9600,kalimantan,kalimantan timur,hrd&ga supervisor,PT Tirta Nusa Persada (Jakarta),4,0 - 4 tahun,14,Transportasi/Logistik,51 - 200 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,s1
9601,tidak diketahui,tidak diketahui,sales retail,PT Hafele Indotama,3,0 - 4 tahun,14,Pelayanan Arsitek/Desain Interior,51 - 200 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,tidak dicantumkan
9602,jawa,dki jakarta,sales admin,PT Biru Amreta Trisna,3,0 - 4 tahun,tidak tersedia,Komputer/Teknik Informatika (Perangkat Lunak),tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,d3
9603,jawa,dki jakarta,apoteker,PT Sehat Agung Indonesia,3,0 - 4 tahun,3,Kesehatan/Medis,1- 50 pekerja,senin - jumat,kasual,kaos,"umum, negotiable",indonesia,jobstreet,s1
9604,jawa,dki jakarta,center director,EF English First,3,0 - 4 tahun,14,Pendidikan,51 - 200 pekerja,senin - jumat,kasual,kaos,kesehatan,inggris,jobstreet,"d3, s1"
9605,jawa,dki jakarta,graphic designer,KK Plastik,2,0 - 4 tahun,1,Manufaktur/Produksi,tidak spesifik,senin - jumat,kasual,kaos,tidak tersedia,indonesia,jobstreet,s1
9606,sumatera,sumatera utara,senior beauty consultant,EUROMEDICA GROUP,4,0 - 4 tahun,14,Perawatan/Kecantikan/Fitnes,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",indonesia,jobstreet,"profesi, sma, d3"
9607,jawa,jawa barat,hr supervisor,PT JAC Indonesia (Recruitment Firm),2,0 - 4 tahun,14,Manajemen/Konsulting HR,51 - 200 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9608,tidak diketahui,tidak diketahui,sales distribution coordinator trainee,PT Blue Gas Indonesia,2,0 - 4 tahun,14,Manufaktur/Produksi,501 - 1000 pekerja,senin - sabtu,kasual,kaos,"kesehatan, umum, kacamata, bpjs kesehatan, bonus",indonesia,jobstreet,d3
9609,tidak diketahui,tidak diketahui,receptionist head office,PT Mitra Utama Madani,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bpjs, transportasi, thr, asuransi",indonesia,jobstreet,"d3, s1"
9610,jawa,banten,admin,PT Marvelo Titan Indopak,2,0 - 4 tahun,14,Manufaktur/Produksi,1- 50 pekerja,sabtu,bisnis,kemeja,"kesehatan, umum, bpjs kesehatan",indonesia,jobstreet,tidak dicantumkan
9611,jawa,dki jakarta,account manager,Printerous.com,2,0 - 4 tahun,14,Lainnya,51 - 200 pekerja,senin - jumat,kasual,kaos,"makan, asuransi, bpjs kesehatan",indonesia,jobstreet,tidak dicantumkan
9612,jawa,jawa tengah,manager accounting finance,PT Sri Tanaya Megatama,5,5 - 9 tahun,14,Properti/Real Estate,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"umum, kacamata",indonesia,jobstreet,s1
9613,jawa,dki jakarta,staff corporate legal,Indofood Group,2,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,umum,indonesia,jobstreet,s1
9614,jawa,dki jakarta,telephone operator,PT Asuransi Dayin Mitra Tbk,1,0 - 4 tahun,11,Asuransi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bpjs, asuransi",indonesia,jobstreet,sma
9615,tidak diketahui,tidak diketahui,finance,PT Adi Nusa Glory,3,0 - 4 tahun,14,Lainnya,1- 50 pekerja,senin - jumat,bisnis,kemeja,bonus,indonesia,jobstreet,s1
9616,jawa,dki jakarta,merchandise manager,PT Solusi Sarana Sehat,2,0 - 4 tahun,14,Retail/Merchandise,51 - 200 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
9617,jawa,jawa timur,recruitment staff,PT Mitra Utama Madani,1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bpjs, transportasi, thr, asuransi",indonesia,jobstreet,tidak dicantumkan
9618,jawa,dki jakarta,employee benefit,PT Equity Life Indonesia,4,0 - 4 tahun,14,Asuransi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,kesehatan,indonesia,jobstreet,s1
9619,jawa,banten,management representative,PT Petra Sejahtera Abadi,2,0 - 4 tahun,14,Makanan & Minuman/Katering/Restoran,201 - 500 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,s1
9620,jawa,banten,kepala sekolah sd,Sekolah Confucius Setia Bhakti,8,5 - 9 tahun,tidak tersedia,Pendidikan,tidak spesifik,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,tidak dicantumkan
9621,jawa,dki jakarta,sekretaris,PT Karya Solusi Prima Sejahtera,1,0 - 4 tahun,14,Telekomunikasi,501 - 1000 pekerja,senin - jumat,formal,kemeja polos & dasi,kesehatan,indonesia,jobstreet,d3
9622,tidak diketahui,tidak diketahui,sales supervisor,PT Unitama Sari Mas,3,0 - 4 tahun,14,Manufaktur/Produksi,201 - 500 pekerja,senin - sabtu,bisnis,kemeja,"kesehatan, kacamata",indonesia,jobstreet,tidak dicantumkan
9623,sumatera,riau,net1 sales officer,PT Sampoerna Telekomunikasi Indonesia,1,0 - 4 tahun,14,Telekomunikasi,201 - 500 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum",inggris,jobstreet,"d3, s1"
9624,jawa,banten,field collection cilegon,OTO Group,0,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bonus",indonesia,jobstreet,"d3, s1, sma"
9625,jawa,jawa timur,chef,CV DINA ESTETIKA,1,0 - 4 tahun,8,Perawatan/Kecantikan/Fitnes,1- 50 pekerja,senin - jumat,formal,kemeja polos & dasi,tidak tersedia,indonesia,jobstreet,d3
9626,jawa,dki jakarta,business development & marketing lead,XLink Jakarta,2,0 - 4 tahun,1,Retail/Merchandise,1- 50 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,"s1, profesi"
9627,tidak diketahui,tidak diketahui,purchasing consumer goods,PT Mitra Utama Madani,3,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,1001 - 2000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, bpjs, transportasi, thr, asuransi",indonesia,jobstreet,"d3, s1"
9628,jawa,dki jakarta,producer,PT First Media News (Jakarta),3,0 - 4 tahun,14,Hiburan/Media,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9629,jawa,dki jakarta,junior producer,PT First Media News (Jakarta),1,0 - 4 tahun,14,Hiburan/Media,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9630,jawa,dki jakarta,marketing sales minuman franchise,PT Agung Food Industrindo,3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,1- 50 pekerja,sabtu,bisnis,kemeja,kesehatan,indonesia,jobstreet,d3
9631,jawa,dki jakarta,reporter,PT First Media News (Jakarta),1,0 - 4 tahun,14,Hiburan/Media,1- 50 pekerja,tidak tersedia,tidak spesifik,tidak spesifik,tidak tersedia,tidak dicantumkan,jobstreet,s1
9632,jawa,jawa tengah,branch manager bina group,PT Bina Artha Ventura,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,d3
9633,jawa,banten,administration head area banten,PT Finansia Multi Finance (Kredit Plus),1,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,lebih dari 5000 pekerja,senin - jumat,formal,kemeja polos & dasi,"kesehatan, umum, kacamata",indonesia,jobstreet,tidak dicantumkan
9634,jawa,jawa barat,teknisi,Dexa Group,1,0 - 4 tahun,14,BioTeknologi/Farmasi/Riset klinik,2001 - 5000 pekerja,senin - jumat,seragam,seragam kantor/lapangan,"kesehatan, umum, pendidikan, kacamata",indonesia,jobstreet,d3
9635,jawa,jawa tengah,branch manager bina group,PT Bina Artha Ventura,2,0 - 4 tahun,14,Perbankan/Pelayanan Keuangan,2001 - 5000 pekerja,senin - jumat,bisnis,kemeja,"kesehatan, umum","indonesia, inggris",jobstreet,d3
9636,jawa,dki jakarta,content strategist,Wisma Sehati,2,0 - 4 tahun,14,Retail/Merchandise,201 - 500 pekerja,senin - jumat,kasual,kaos,kesehatan,"indonesia, inggris",jobstreet,"s1, profesi"
9637,jawa,dki jakarta,supervisor r&d new category,PT United Family Food (Jakarta),3,0 - 4 tahun,14,Produk Konsumen/Barang konsumen yang bergerak cepat,2001 - 5000 pekerja,senin - jumat,kasual,kaos,"kesehatan, umum",indonesia,jobstreet,s1
9638,jawa,dki jakarta,business development & marketing lead – h&a south east asia,PT Hill Konsultan Indonesia,4,0 - 4 tahun,4,Konsultasi (Bisnis & Manajemen),1- 50 pekerja,senin - jumat,bisnis,kemeja,kesehatan,"indonesia, inggris",jobstreet,profesi
9639,jawa,di yogyakarta,customer operations trainer,Shopee Internasional Indonesia,1,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),2001 - 5000 pekerja,senin - jumat,kasual,kaos,umum,indonesia,jobstreet,"d3, s1"
9640,jawa,di yogyakarta,customer operations quality assurance,Shopee Internasional Indonesia,2,0 - 4 tahun,14,Komputer/Teknik Informatika (Perangkat Lunak),2001 - 5000 pekerja,senin - jumat,kasual,kaos,umum,indonesia,jobstreet,tidak dicantumkan
9641,sumatera,sumatera utara,financial service consultant,PT Prudential Life Assurance (Prudential Indonesia) - Partnership Distribution,0,0 - 4 tahun,14,Asuransi,1001 - 2000 pekerja,senin - jumat,kasual,kaos,kesehatan,indonesia,jobstreet,"s1, d3"
